response_id,user_stage,recorded_at,source,platform,brand,human_sentiment,open_response
TX-0147,New setup,2025-05-27,Survey,Mobile,Northstar,positive,"During a weekly planning pass, the filter panel helps me move between sections, and the sequence feels predictable. For a high-attention planning session, I also check the follow-up reminder so I can carry a scenario into planning."
TX-0148,New setup,2025-05-28,Review,Web,Northstar,positive,"During a weekly planning pass, the method note helps me trace a number to its origin, and the origin should stay visible. For a colleague seeing it fresh, I also check the control labels so I can find the right view."
TX-0149,New setup,2025-05-29,Survey,Mobile,Harbor,negative,"After importing new evidence, the navigation path helps me move between sections, and labels need plainer wording. When I need to explain the result, I also check the owner field so I can turn the finding into a task."
TX-0150,New setup,2025-05-30,Survey,Web,Northstar,positive,"After changing a filter, the data provenance helps me verify when data changed, and the audit trail builds confidence. For a high-attention planning session, I also check the page hierarchy so I can understand where I am."
TX-0151,New setup,2025-05-31,Review,Mobile,Northstar,positive,"After importing new evidence, the next-step panel helps me carry a scenario into planning, and the deadline should be prominent. In a time-limited review, I also check the control labels so I can locate saved work."
TX-0152,New setup,2025-06-01,Survey,Web,Northstar,positive,"While testing a scenario, the method note helps me check the supporting source, and the audit trail builds confidence. For a routine operational check, I also check the action queue so I can record the next decision."
TX-0153,New setup,2025-06-02,Survey,Mobile,Harbor,positive,"During a weekly planning pass, the menu helps me find the right view, and the sequence feels predictable. When the evidence changes, I also check the action queue so I can assign a clear owner."
TX-0154,New setup,2025-06-03,Review,Web,Northstar,positive,"Before sharing the result, the page hierarchy helps me locate saved work, and the route is easy to learn. When several metrics disagree, I also check the citation panel so I can challenge an assumption."
TX-0155,New setup,2025-06-04,Survey,Mobile,Northstar,positive,"Before sharing the result, the owner field helps me carry a scenario into planning, and the deadline should be prominent. For a colleague seeing it fresh, I also check the evidence chain so I can verify when data changed."
TX-0156,New setup,2025-06-05,Survey,Web,Northstar,negative,"While testing a scenario, the control labels helps me find the right view, and the side panel is crowded. For a colleague seeing it fresh, I also check the next-step panel so I can carry a scenario into planning."
TX-0157,New setup,2025-06-06,Review,Mobile,Harbor,negative,"After reopening the project, the control labels helps me locate saved work, and the side panel is crowded. When I need to explain the result, I also check the assumption log so I can check the supporting source."
TX-0158,New setup,2025-06-07,Survey,Web,Northstar,positive,"Before documenting a choice, the next-step panel helps me assign a clear owner, and the deadline should be prominent. For a routine operational check, I also check the source trail so I can trace a number to its origin."
TX-0159,New setup,2025-06-08,Survey,Mobile,Northstar,negative,"After reopening the project, the evidence chain helps me challenge an assumption, and citations need more context. When I need to explain the result, I also check the next-step panel so I can record the next decision."
TX-0160,New setup,2025-06-09,Review,Web,Northstar,negative,"Before documenting a choice, the layout helps me find the right view, and the side panel is crowded. For a research-stage prototype, I also check the evidence chain so I can challenge an assumption."
TX-0161,New setup,2025-06-10,Survey,Mobile,Harbor,positive,"During the first walkthrough, the menu helps me locate saved work, and the sequence feels predictable. For a high-attention planning session, I also check the source trail so I can challenge an assumption."
TX-0162,New setup,2025-06-11,Survey,Web,Northstar,negative,"Before documenting a choice, the control labels helps me find the right view, and labels need plainer wording. When I need to explain the result, I also check the citation panel so I can challenge an assumption."
TX-0163,New setup,2025-06-12,Review,Mobile,Northstar,positive,"Before documenting a choice, the scenario handoff helps me turn the finding into a task, and the handoff is practical. For a research-stage prototype, I also check the control labels so I can locate saved work."
TX-0164,New setup,2025-06-13,Survey,Web,Northstar,positive,"After changing a filter, the citation panel helps me trace a number to its origin, and the method note is precise. When the evidence changes, I also check the action queue so I can assign a clear owner."
TX-0165,New setup,2025-06-14,Survey,Mobile,Harbor,negative,"Before sharing the result, the control labels helps me move between sections, and the side panel is crowded. For a high-attention planning session, I also check the owner field so I can assign a clear owner."
TX-0166,New setup,2025-06-15,Review,Web,Northstar,positive,"During a quiet desk check, the owner field helps me record the next decision, and the plan is easy to export. When I need to explain the result, I also check the data provenance so I can challenge an assumption."
TX-0167,New setup,2025-06-16,Survey,Mobile,Northstar,negative,"After changing a filter, the filter panel helps me move between sections, and labels need plainer wording. For a routine operational check, I also check the data provenance so I can check the supporting source."
TX-0168,New setup,2025-06-17,Survey,Web,Northstar,negative,"Before sharing the result, the page hierarchy helps me understand where I am, and labels need plainer wording. When the evidence changes, I also check the assumption log so I can check the supporting source."
TX-0169,New setup,2025-06-18,Review,Mobile,Harbor,negative,"During a quiet desk check, the filter panel helps me find the right view, and the side panel is crowded. For a routine operational check, I also check the assumption log so I can challenge an assumption."
TX-0170,New setup,2025-06-19,Survey,Web,Northstar,positive,"After importing new evidence, the source trail helps me trace a number to its origin, and the method note is precise. For a high-attention planning session, I also check the owner field so I can record the next decision."
TX-0171,New setup,2025-06-20,Survey,Mobile,Northstar,positive,"During the first walkthrough, the assumption log helps me check the supporting source, and the audit trail builds confidence. When the evidence changes, I also check the page hierarchy so I can locate saved work."
TX-0172,New setup,2025-06-21,Review,Web,Northstar,positive,"During a quiet desk check, the layout helps me move between sections, and the sequence feels predictable. When I need to explain the result, I also check the assumption log so I can trace a number to its origin."
TX-0173,New setup,2025-06-22,Survey,Mobile,Harbor,positive,"Before a team review, the follow-up reminder helps me record the next decision, and the deadline should be prominent. In a time-limited review, I also check the evidence chain so I can trace a number to its origin."
TX-0174,New setup,2025-06-23,Survey,Web,Northstar,positive,"After reopening the project, the page hierarchy helps me move between sections, and the route is easy to learn. In a time-limited review, I also check the owner field so I can carry a scenario into planning."
TX-0175,New setup,2025-06-24,Review,Mobile,Northstar,negative,"While comparing two options, the assumption log helps me verify when data changed, and citations need more context. For a high-attention planning session, I also check the decision note so I can assign a clear owner."
TX-0176,New setup,2025-06-25,Survey,Web,Northstar,positive,"While comparing two options, the method note helps me challenge an assumption, and the origin should stay visible. When the evidence changes, I also check the menu so I can move between sections."
TX-0177,New setup,2025-06-26,Survey,Mobile,Harbor,negative,"Before sharing the result, the source trail helps me verify when data changed, and citations need more context. For a routine operational check, I also check the menu so I can move between sections."
TX-0178,New setup,2025-06-27,Review,Web,Northstar,positive,"Before sharing the result, the layout helps me locate saved work, and the sequence feels predictable. When I need to explain the result, I also check the evidence chain so I can challenge an assumption."
TX-0179,New setup,2025-06-28,Survey,Mobile,Northstar,positive,"Before documenting a choice, the source trail helps me verify when data changed, and the origin should stay visible. In a time-limited review, I also check the filter panel so I can locate saved work."
TX-0180,New setup,2025-06-29,Survey,Web,Northstar,positive,"After reopening the project, the citation panel helps me trace a number to its origin, and the origin should stay visible. When the decision is contested, I also check the layout so I can understand where I am."
TX-0181,New setup,2025-06-30,Review,Mobile,Harbor,positive,"During a quiet desk check, the assumption log helps me verify when data changed, and the origin should stay visible. When the evidence changes, I also check the layout so I can understand where I am."
TX-0182,New setup,2025-07-01,Survey,Web,Northstar,negative,"During a weekly planning pass, the navigation path helps me understand where I am, and the side panel is crowded. For a research-stage prototype, I also check the data provenance so I can verify when data changed."
TX-0183,New setup,2025-07-02,Survey,Mobile,Northstar,positive,"While preparing a workshop, the citation panel helps me trace a number to its origin, and the origin should stay visible. When the evidence changes, I also check the layout so I can find the right view."
TX-0184,New setup,2025-07-03,Review,Web,Northstar,negative,"Before a team review, the citation panel helps me challenge an assumption, and citations need more context. When I need to explain the result, I also check the navigation path so I can find the right view."
TX-0185,New setup,2025-07-04,Survey,Mobile,Harbor,positive,"During the first walkthrough, the scenario handoff helps me carry a scenario into planning, and the handoff is practical. For a high-attention planning session, I also check the navigation path so I can find the right view."
TX-0186,New setup,2025-07-05,Survey,Web,Northstar,positive,"Before sharing the result, the evidence chain helps me verify when data changed, and the audit trail builds confidence. When the decision is contested, I also check the navigation path so I can find the right view."
TX-0187,New setup,2025-07-06,Review,Mobile,Northstar,positive,"While testing a scenario, the data provenance helps me challenge an assumption, and the audit trail builds confidence. In a time-limited review, I also check the decision note so I can assign a clear owner."
TX-0188,New setup,2025-07-07,Survey,Web,Northstar,negative,"While testing a scenario, the source trail helps me trace a number to its origin, and citations need more context. For a research-stage prototype, I also check the next-step panel so I can turn the finding into a task."
TX-0189,New setup,2025-07-08,Survey,Mobile,Harbor,positive,"Before a team review, the layout helps me find the right view, and the sequence feels predictable. When several metrics disagree, I also check the method note so I can verify when data changed."
TX-0190,New setup,2025-07-09,Review,Web,Northstar,positive,"During the first walkthrough, the page hierarchy helps me find the right view, and the route is easy to learn. When I need to explain the result, I also check the owner field so I can carry a scenario into planning."
TX-0191,New setup,2025-07-10,Survey,Mobile,Northstar,negative,"During a quiet desk check, the filter panel helps me locate saved work, and the side panel is crowded. For a high-attention planning session, I also check the method note so I can challenge an assumption."
TX-0192,New setup,2025-07-11,Survey,Web,Northstar,negative,"Before a team review, the follow-up reminder helps me assign a clear owner, and ownership remains unclear. For a routine operational check, I also check the filter panel so I can locate saved work."
TX-0193,New setup,2025-07-12,Review,Mobile,Harbor,negative,"While comparing two options, the menu helps me find the right view, and the side panel is crowded. When the evidence changes, I also check the assumption log so I can check the supporting source."
TX-0194,New setup,2025-07-13,Survey,Web,Northstar,positive,"Before documenting a choice, the decision note helps me carry a scenario into planning, and the plan is easy to export. In a time-limited review, I also check the evidence chain so I can trace a number to its origin."
TX-0195,New setup,2025-07-14,Survey,Mobile,Northstar,positive,"After importing new evidence, the layout helps me move between sections, and the route is easy to learn. In a time-limited review, I also check the decision note so I can carry a scenario into planning."
TX-0196,New setup,2025-07-15,Review,Web,Northstar,negative,"Before sharing the result, the owner field helps me carry a scenario into planning, and ownership remains unclear. In a time-limited review, I also check the assumption log so I can verify when data changed."
TX-0197,New setup,2025-07-16,Survey,Mobile,Harbor,negative,"After importing new evidence, the control labels helps me move between sections, and the side panel is crowded. When several metrics disagree, I also check the follow-up reminder so I can assign a clear owner."
TX-0198,New setup,2025-07-17,Survey,Web,Northstar,positive,"While preparing a workshop, the decision note helps me assign a clear owner, and the deadline should be prominent. For a colleague seeing it fresh, I also check the control labels so I can understand where I am."
TX-0199,New setup,2025-07-18,Review,Mobile,Northstar,negative,"During a quiet desk check, the layout helps me locate saved work, and labels need plainer wording. For a routine operational check, I also check the assumption log so I can verify when data changed."
TX-0200,New setup,2025-07-19,Survey,Web,Northstar,positive,"Before a team review, the owner field helps me carry a scenario into planning, and the deadline should be prominent. In a time-limited review, I also check the control labels so I can locate saved work."
TX-0201,New setup,2025-07-20,Survey,Mobile,Harbor,positive,"Before sharing the result, the control labels helps me understand where I am, and the sequence feels predictable. For a routine operational check, I also check the decision note so I can assign a clear owner."
TX-0202,New setup,2025-07-21,Review,Web,Northstar,positive,"After importing new evidence, the next-step panel helps me carry a scenario into planning, and the deadline should be prominent. For a high-attention planning session, I also check the data provenance so I can challenge an assumption."
TX-0203,New setup,2025-07-22,Survey,Mobile,Northstar,positive,"During the first walkthrough, the menu helps me move between sections, and the route is easy to learn. For a high-attention planning session, I also check the method note so I can trace a number to its origin."
TX-0204,New setup,2025-07-23,Survey,Web,Northstar,positive,"During a quiet desk check, the evidence chain helps me trace a number to its origin, and the method note is precise. When several metrics disagree, I also check the control labels so I can find the right view."
TX-0205,New setup,2025-07-24,Review,Mobile,Harbor,positive,"After changing a filter, the decision note helps me turn the finding into a task, and the deadline should be prominent. For a research-stage prototype, I also check the source trail so I can trace a number to its origin."
TX-0206,New setup,2025-07-25,Survey,Web,Northstar,positive,"During the first walkthrough, the navigation path helps me move between sections, and the route is easy to learn. When the evidence changes, I also check the decision note so I can record the next decision."
TX-0207,New setup,2025-07-26,Survey,Mobile,Northstar,negative,"While comparing two options, the layout helps me move between sections, and labels need plainer wording. When several metrics disagree, I also check the owner field so I can turn the finding into a task."
TX-0208,New setup,2025-07-27,Review,Web,Northstar,positive,"Before sharing the result, the menu helps me understand where I am, and the sequence feels predictable. For a colleague seeing it fresh, I also check the assumption log so I can check the supporting source."
TX-0209,New setup,2025-07-28,Survey,Mobile,Harbor,negative,"While preparing a workshop, the layout helps me find the right view, and the side panel is crowded. When the decision is contested, I also check the owner field so I can turn the finding into a task."
TX-0210,New setup,2025-07-29,Survey,Web,Northstar,negative,"Before documenting a choice, the menu helps me understand where I am, and the side panel is crowded. When the decision is contested, I also check the action queue so I can turn the finding into a task."
TX-0211,New setup,2025-07-30,Review,Mobile,Northstar,positive,"Before a team review, the source trail helps me challenge an assumption, and the method note is precise. For a routine operational check, I also check the follow-up reminder so I can turn the finding into a task."
TX-0212,New setup,2025-07-31,Survey,Web,Northstar,positive,"While preparing a workshop, the layout helps me understand where I am, and the route is easy to learn. When several metrics disagree, I also check the follow-up reminder so I can carry a scenario into planning."
TX-0213,New setup,2025-08-01,Survey,Mobile,Harbor,positive,"While testing a scenario, the data provenance helps me challenge an assumption, and the origin should stay visible. For a routine operational check, I also check the menu so I can move between sections."
TX-0214,New setup,2025-08-02,Review,Web,Northstar,positive,"While testing a scenario, the control labels helps me find the right view, and the sequence feels predictable. In a time-limited review, I also check the citation panel so I can check the supporting source."
TX-0215,New setup,2025-08-03,Survey,Mobile,Northstar,negative,"Before documenting a choice, the control labels helps me understand where I am, and the side panel is crowded. When several metrics disagree, I also check the data provenance so I can verify when data changed."
TX-0216,New setup,2025-08-04,Survey,Web,Northstar,negative,"During the first walkthrough, the menu helps me find the right view, and the side panel is crowded. For a research-stage prototype, I also check the next-step panel so I can turn the finding into a task."
TX-0217,New setup,2025-08-05,Review,Mobile,Harbor,negative,"While testing a scenario, the page hierarchy helps me understand where I am, and labels need plainer wording. When several metrics disagree, I also check the owner field so I can record the next decision."
TX-0218,New setup,2025-08-06,Survey,Web,Northstar,positive,"During a quiet desk check, the filter panel helps me find the right view, and the route is easy to learn. When I need to explain the result, I also check the source trail so I can trace a number to its origin."
TX-0219,New setup,2025-08-07,Survey,Mobile,Northstar,positive,"While testing a scenario, the navigation path helps me locate saved work, and the route is easy to learn. When several metrics disagree, I also check the source trail so I can verify when data changed."
TX-0220,New setup,2025-08-08,Review,Web,Northstar,positive,"While preparing a workshop, the method note helps me trace a number to its origin, and the origin should stay visible. When I need to explain the result, I also check the next-step panel so I can record the next decision."
TX-0221,New setup,2025-08-09,Survey,Mobile,Harbor,negative,"After changing a filter, the page hierarchy helps me find the right view, and labels need plainer wording. When the evidence changes, I also check the citation panel so I can verify when data changed."
TX-0222,New setup,2025-08-10,Survey,Web,Northstar,positive,"While comparing two options, the data provenance helps me verify when data changed, and the method note is precise. For a colleague seeing it fresh, I also check the next-step panel so I can turn the finding into a task."
TX-0223,New setup,2025-08-11,Review,Mobile,Northstar,positive,"Before sharing the result, the filter panel helps me understand where I am, and the route is easy to learn. When the evidence changes, I also check the action queue so I can record the next decision."
TX-0224,New setup,2025-08-12,Survey,Web,Northstar,positive,"While testing a scenario, the source trail helps me challenge an assumption, and the audit trail builds confidence. For a routine operational check, I also check the page hierarchy so I can move between sections."
TX-0225,New setup,2025-08-13,Survey,Mobile,Harbor,negative,"During the first walkthrough, the scenario handoff helps me carry a scenario into planning, and ownership remains unclear. For a routine operational check, I also check the method note so I can check the supporting source."
TX-0226,New setup,2025-08-14,Review,Web,Northstar,positive,"While testing a scenario, the data provenance helps me trace a number to its origin, and the method note is precise. For a routine operational check, I also check the page hierarchy so I can find the right view."
TX-0227,New setup,2025-08-15,Survey,Mobile,Northstar,positive,"Before documenting a choice, the method note helps me trace a number to its origin, and the method note is precise. For a research-stage prototype, I also check the decision note so I can record the next decision."
TX-0228,New setup,2025-08-16,Survey,Web,Northstar,negative,"While testing a scenario, the menu helps me move between sections, and the side panel is crowded. In a time-limited review, I also check the citation panel so I can verify when data changed."
TX-0229,New setup,2025-08-17,Review,Mobile,Harbor,negative,"During a weekly planning pass, the filter panel helps me find the right view, and labels need plainer wording. When the decision is contested, I also check the follow-up reminder so I can carry a scenario into planning."
TX-0230,New setup,2025-08-18,Survey,Web,Northstar,positive,"While testing a scenario, the navigation path helps me understand where I am, and the sequence feels predictable. When several metrics disagree, I also check the data provenance so I can trace a number to its origin."
TX-0231,New setup,2025-08-19,Survey,Mobile,Northstar,positive,"While testing a scenario, the layout helps me find the right view, and the sequence feels predictable. When I need to explain the result, I also check the decision note so I can carry a scenario into planning."
TX-0232,New setup,2025-08-20,Review,Web,Northstar,negative,"While preparing a workshop, the page hierarchy helps me locate saved work, and labels need plainer wording. When the decision is contested, I also check the citation panel so I can verify when data changed."
TX-0233,New setup,2025-08-21,Survey,Mobile,Harbor,positive,"Before documenting a choice, the layout helps me move between sections, and the sequence feels predictable. For a colleague seeing it fresh, I also check the citation panel so I can check the supporting source."
TX-0234,New setup,2025-08-22,Survey,Web,Northstar,positive,"After reopening the project, the page hierarchy helps me understand where I am, and the sequence feels predictable. For a high-attention planning session, I also check the next-step panel so I can carry a scenario into planning."
TX-0235,New setup,2025-08-23,Review,Mobile,Northstar,positive,"While comparing two options, the navigation path helps me find the right view, and the sequence feels predictable. For a colleague seeing it fresh, I also check the assumption log so I can check the supporting source."
TX-0236,New setup,2025-08-24,Survey,Web,Northstar,positive,"After importing new evidence, the page hierarchy helps me understand where I am, and the sequence feels predictable. When the decision is contested, I also check the action queue so I can carry a scenario into planning."
TX-0237,New setup,2025-08-25,Survey,Mobile,Harbor,positive,"During a quiet desk check, the navigation path helps me move between sections, and the route is easy to learn. When the evidence changes, I also check the next-step panel so I can assign a clear owner."
TX-0238,New setup,2025-08-26,Review,Web,Northstar,negative,"Before a team review, the assumption log helps me challenge an assumption, and citations need more context. When the decision is contested, I also check the scenario handoff so I can assign a clear owner."
TX-0239,New setup,2025-08-27,Survey,Mobile,Northstar,negative,"While testing a scenario, the navigation path helps me locate saved work, and the side panel is crowded. In a time-limited review, I also check the action queue so I can record the next decision."
TX-0240,New setup,2025-08-28,Survey,Web,Northstar,negative,"Before sharing the result, the navigation path helps me understand where I am, and labels need plainer wording. For a high-attention planning session, I also check the evidence chain so I can challenge an assumption."
TX-0241,New setup,2025-08-29,Review,Mobile,Harbor,positive,"Before documenting a choice, the decision note helps me record the next decision, and the deadline should be prominent. For a high-attention planning session, I also check the layout so I can find the right view."
TX-0242,New setup,2025-08-30,Survey,Web,Northstar,positive,"During a quiet desk check, the source trail helps me trace a number to its origin, and the audit trail builds confidence. When the decision is contested, I also check the menu so I can understand where I am."
TX-0243,New setup,2025-08-31,Survey,Mobile,Northstar,positive,"Before a team review, the assumption log helps me challenge an assumption, and the audit trail builds confidence. In a time-limited review, I also check the next-step panel so I can assign a clear owner."
TX-0244,New setup,2025-09-01,Review,Web,Northstar,positive,"After importing new evidence, the scenario handoff helps me carry a scenario into planning, and the deadline should be prominent. When the decision is contested, I also check the assumption log so I can trace a number to its origin."
TX-0245,New setup,2025-09-02,Survey,Mobile,Harbor,positive,"After changing a filter, the evidence chain helps me check the supporting source, and the audit trail builds confidence. For a colleague seeing it fresh, I also check the owner field so I can assign a clear owner."
TX-0246,New setup,2025-09-03,Survey,Web,Northstar,positive,"After changing a filter, the source trail helps me check the supporting source, and the origin should stay visible. For a high-attention planning session, I also check the owner field so I can record the next decision."
TX-0247,New setup,2025-09-04,Review,Mobile,Northstar,positive,"While testing a scenario, the scenario handoff helps me carry a scenario into planning, and the deadline should be prominent. When several metrics disagree, I also check the menu so I can find the right view."
TX-0248,New setup,2025-09-05,Survey,Web,Northstar,negative,"After reopening the project, the data provenance helps me challenge an assumption, and citations need more context. For a research-stage prototype, I also check the menu so I can locate saved work."
TX-0249,New setup,2025-09-06,Survey,Mobile,Harbor,negative,"After reopening the project, the control labels helps me understand where I am, and labels need plainer wording. When I need to explain the result, I also check the source trail so I can check the supporting source."
TX-0250,New setup,2025-09-07,Review,Web,Northstar,negative,"After reopening the project, the method note helps me trace a number to its origin, and citations need more context. When the evidence changes, I also check the menu so I can move between sections."
TX-0251,New setup,2025-09-08,Survey,Mobile,Northstar,positive,"After reopening the project, the data provenance helps me challenge an assumption, and the origin should stay visible. For a colleague seeing it fresh, I also check the owner field so I can record the next decision."
TX-0252,New setup,2025-09-09,Survey,Web,Northstar,positive,"After reopening the project, the control labels helps me move between sections, and the sequence feels predictable. When several metrics disagree, I also check the method note so I can trace a number to its origin."
TX-0253,New setup,2025-09-10,Review,Mobile,Harbor,positive,"While testing a scenario, the layout helps me locate saved work, and the sequence feels predictable. When I need to explain the result, I also check the evidence chain so I can verify when data changed."
TX-0254,New setup,2025-09-11,Survey,Web,Northstar,negative,"Before documenting a choice, the filter panel helps me move between sections, and the side panel is crowded. For a high-attention planning session, I also check the source trail so I can challenge an assumption."
TX-0255,New setup,2025-09-12,Survey,Mobile,Northstar,negative,"After changing a filter, the control labels helps me move between sections, and labels need plainer wording. For a colleague seeing it fresh, I also check the follow-up reminder so I can carry a scenario into planning."
TX-0256,New setup,2025-09-13,Review,Web,Northstar,positive,"After changing a filter, the page hierarchy helps me understand where I am, and the sequence feels predictable. For a colleague seeing it fresh, I also check the action queue so I can turn the finding into a task."
TX-0257,New setup,2025-09-14,Survey,Mobile,Harbor,positive,"After importing new evidence, the page hierarchy helps me move between sections, and the sequence feels predictable. For a routine operational check, I also check the action queue so I can record the next decision."
TX-0258,New setup,2025-09-15,Survey,Web,Northstar,negative,"Before documenting a choice, the assumption log helps me check the supporting source, and citations need more context. When the decision is contested, I also check the navigation path so I can find the right view."
TX-0259,New setup,2025-09-16,Review,Mobile,Northstar,negative,"Before a team review, the layout helps me locate saved work, and the side panel is crowded. When the evidence changes, I also check the decision note so I can assign a clear owner."
TX-0260,New setup,2025-09-17,Survey,Web,Northstar,positive,"During a weekly planning pass, the filter panel helps me find the right view, and the sequence feels predictable. When several metrics disagree, I also check the method note so I can check the supporting source."
TX-0261,New setup,2025-09-18,Survey,Mobile,Harbor,positive,"Before documenting a choice, the citation panel helps me verify when data changed, and the origin should stay visible. When the decision is contested, I also check the owner field so I can assign a clear owner."
TX-0262,New setup,2025-09-19,Review,Web,Northstar,positive,"While testing a scenario, the menu helps me understand where I am, and the sequence feels predictable. For a research-stage prototype, I also check the action queue so I can turn the finding into a task."
TX-0263,New setup,2025-09-20,Survey,Mobile,Northstar,positive,"During a weekly planning pass, the navigation path helps me locate saved work, and the sequence feels predictable. When several metrics disagree, I also check the owner field so I can assign a clear owner."
TX-0264,New setup,2025-09-21,Survey,Web,Northstar,positive,"After reopening the project, the filter panel helps me find the right view, and the sequence feels predictable. When I need to explain the result, I also check the decision note so I can assign a clear owner."
TX-0265,New setup,2025-09-22,Review,Mobile,Harbor,negative,"During a weekly planning pass, the layout helps me locate saved work, and the side panel is crowded. For a routine operational check, I also check the decision note so I can record the next decision."
TX-0266,New setup,2025-09-23,Survey,Web,Northstar,negative,"Before sharing the result, the control labels helps me understand where I am, and the side panel is crowded. When several metrics disagree, I also check the citation panel so I can check the supporting source."
TX-0267,New setup,2025-09-24,Survey,Mobile,Northstar,positive,"During a quiet desk check, the menu helps me understand where I am, and the sequence feels predictable. In a time-limited review, I also check the method note so I can trace a number to its origin."
TX-0268,New setup,2025-09-25,Review,Web,Northstar,positive,"Before documenting a choice, the layout helps me understand where I am, and the route is easy to learn. When I need to explain the result, I also check the method note so I can challenge an assumption."
TX-0269,New setup,2025-09-26,Survey,Mobile,Harbor,negative,"While preparing a workshop, the menu helps me find the right view, and the side panel is crowded. For a high-attention planning session, I also check the evidence chain so I can challenge an assumption."
TX-0270,New setup,2025-09-27,Survey,Web,Northstar,positive,"Before a team review, the evidence chain helps me challenge an assumption, and the audit trail builds confidence. In a time-limited review, I also check the owner field so I can turn the finding into a task."
TX-0271,Routine use,2025-09-28,Review,Mobile,Northstar,positive,"Before sharing the result, the decision note helps me turn the finding into a task, and the handoff is practical. When several metrics disagree, I also check the control labels so I can understand where I am."
TX-0272,Routine use,2025-09-29,Survey,Web,Northstar,positive,"Before sharing the result, the decision note helps me assign a clear owner, and the handoff is practical. When the evidence changes, I also check the assumption log so I can check the supporting source."
TX-0273,Routine use,2025-09-30,Survey,Mobile,Harbor,positive,"During a weekly planning pass, the evidence chain helps me check the supporting source, and the audit trail builds confidence. For a research-stage prototype, I also check the layout so I can locate saved work."
TX-0274,Routine use,2025-10-01,Review,Web,Northstar,negative,"While testing a scenario, the next-step panel helps me carry a scenario into planning, and ownership remains unclear. For a research-stage prototype, I also check the navigation path so I can move between sections."
TX-0275,Routine use,2025-10-02,Survey,Mobile,Northstar,positive,"After reopening the project, the layout helps me find the right view, and the sequence feels predictable. When the decision is contested, I also check the follow-up reminder so I can carry a scenario into planning."
TX-0276,Routine use,2025-10-03,Survey,Web,Northstar,positive,"Before documenting a choice, the method note helps me trace a number to its origin, and the method note is precise. In a time-limited review, I also check the navigation path so I can locate saved work."
TX-0277,Routine use,2025-10-04,Review,Mobile,Harbor,positive,"During the first walkthrough, the data provenance helps me check the supporting source, and the audit trail builds confidence. For a high-attention planning session, I also check the action queue so I can record the next decision."
TX-0278,Routine use,2025-10-05,Survey,Web,Northstar,positive,"Before documenting a choice, the action queue helps me assign a clear owner, and the handoff is practical. When I need to explain the result, I also check the layout so I can find the right view."
TX-0279,Routine use,2025-10-06,Survey,Mobile,Northstar,negative,"During the first walkthrough, the navigation path helps me find the right view, and the side panel is crowded. When the decision is contested, I also check the citation panel so I can verify when data changed."
TX-0280,Routine use,2025-10-07,Review,Web,Northstar,positive,"After importing new evidence, the filter panel helps me move between sections, and the route is easy to learn. When several metrics disagree, I also check the data provenance so I can check the supporting source."
TX-0281,Routine use,2025-10-08,Survey,Mobile,Harbor,positive,"After reopening the project, the next-step panel helps me carry a scenario into planning, and the handoff is practical. When several metrics disagree, I also check the data provenance so I can challenge an assumption."
TX-0282,Routine use,2025-10-09,Survey,Web,Northstar,negative,"While preparing a workshop, the filter panel helps me move between sections, and the side panel is crowded. In a time-limited review, I also check the scenario handoff so I can assign a clear owner."
TX-0283,Routine use,2025-10-10,Review,Mobile,Northstar,positive,"While comparing two options, the source trail helps me challenge an assumption, and the method note is precise. When the evidence changes, I also check the action queue so I can turn the finding into a task."
TX-0284,Routine use,2025-10-11,Survey,Web,Northstar,positive,"During a quiet desk check, the decision note helps me assign a clear owner, and the handoff is practical. For a routine operational check, I also check the method note so I can trace a number to its origin."
TX-0285,Routine use,2025-10-12,Survey,Mobile,Harbor,positive,"Before sharing the result, the assumption log helps me challenge an assumption, and the origin should stay visible. For a colleague seeing it fresh, I also check the menu so I can locate saved work."
TX-0286,Routine use,2025-10-13,Review,Web,Northstar,positive,"Before sharing the result, the follow-up reminder helps me carry a scenario into planning, and the plan is easy to export. When the evidence changes, I also check the assumption log so I can trace a number to its origin."
TX-0287,Routine use,2025-10-14,Survey,Mobile,Northstar,positive,"During a weekly planning pass, the source trail helps me check the supporting source, and the audit trail builds confidence. When the evidence changes, I also check the layout so I can understand where I am."
TX-0288,Routine use,2025-10-15,Survey,Web,Northstar,positive,"While testing a scenario, the scenario handoff helps me turn the finding into a task, and the handoff is practical. In a time-limited review, I also check the control labels so I can locate saved work."
TX-0289,Routine use,2025-10-16,Review,Mobile,Harbor,positive,"Before a team review, the evidence chain helps me check the supporting source, and the method note is precise. For a high-attention planning session, I also check the layout so I can find the right view."
TX-0290,Routine use,2025-10-17,Survey,Web,Northstar,negative,"During a quiet desk check, the menu helps me understand where I am, and the side panel is crowded. When the decision is contested, I also check the evidence chain so I can check the supporting source."
TX-0291,Routine use,2025-10-18,Survey,Mobile,Northstar,negative,"Before sharing the result, the scenario handoff helps me turn the finding into a task, and ownership remains unclear. When several metrics disagree, I also check the source trail so I can verify when data changed."
TX-0292,Routine use,2025-10-19,Review,Web,Northstar,positive,"Before a team review, the citation panel helps me verify when data changed, and the method note is precise. In a time-limited review, I also check the control labels so I can move between sections."
TX-0293,Routine use,2025-10-20,Survey,Mobile,Harbor,positive,"After reopening the project, the data provenance helps me verify when data changed, and the origin should stay visible. When the decision is contested, I also check the layout so I can find the right view."
